"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match"
"642","20100315154438-281143724.918365","Yes",35762,"Asterales","Asteraceae","Bidens","molokaiensis",NA,"Bidens molokaiensis","species","(Hillebr.) Sherff",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","ko`oko`olau","BIDMOL","Herb","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35762,"KALA","ko‘oko‘olau","Herb","Native","end",NA,NA,NA,NA,"Bidens molokaiensis","(Hillebr.) Sherff","BD587EFC-E10A-4572-9576-FEC16E96E045","Bidens molokaiensis","(Hillebr.) Sherff","Accepted","BD587EFC-E10A-4572-9576-FEC16E96E045","Accepted","185076-1","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens molokaiensis","(Hillebr.) Sherff","Bot. Gaz. 70: 97 (1920)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","molokaiensis","NULL","NULL","Vulnerable","D2","ko‘oko‘olau [kookoolau], ko‘olau [koolau]","Yes"
"643","20100315154438-281503438.949585","Yes",18035,"Pinales","Pinaceae","Pinus","spp.",NA,"Pinus spp.","genus",NA,NA,NA,NA,"pine","PINSP.","Tree","Perennial",FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,"HALE","pine","Tree","Non-Native","nat",NA,NA,NA,NA,"Pinus","","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Pinus","L.","Accepted","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Accepted","328247-2","7F150B06-BF57-49ED-988A-07BF435BF872","Pinus","L.","Sp. Pl.: 1000 (1753)","genus","Viridiplantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes"
"644","20100315154438-281503438.949585","Yes",18035,"Pinales","Pinaceae","Pinus","spp.",NA,"Pinus spp.","genus",NA,NA,NA,NA,"pine","PINSP.","Tree","Perennial",FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,"HAVO","pine","Tree","Non-Native","nat",NA,NA,NA,NA,"Pinus","","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Pinus","L.","Accepted","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Accepted","328247-2","7F150B06-BF57-49ED-988A-07BF435BF872","Pinus","L.","Sp. Pl.: 1000 (1753)","genus","Viridiplantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes"
"645","20100315154438-281503438.949585","Yes",18035,"Pinales","Pinaceae","Pinus","spp.",NA,"Pinus spp.","genus",NA,NA,NA,NA,"pine","PINSP.","Tree","Perennial",FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,"KALA","pine","Tree","Non-Native","nat",NA,NA,NA,NA,"Pinus","","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Pinus","L.","Accepted","39D08373-F4BC-4AE0-9C98-B240F0FFB1C9","Accepted","328247-2","7F150B06-BF57-49ED-988A-07BF435BF872","Pinus","L.","Sp. Pl.: 1000 (1753)","genus","Viridiplantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes"
"646","20100315154438-281609952.449799","No",845407,"Campanulales","Campanulaceae","Clermontia","peleana","ssp. peleana","Clermontia peleana ssp. peleana","subspecies","Rock","Clermontia peleana Rock","2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Lammers 1991","‘oha wai, ‘oha","CLEPEL2","Tree","Perennial",FALSE,FALSE,2013-12-12 15:44:13,"Kelly Kozar","Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",845407,"HAVO","‘ōhā wai",NA,"Native","end",NA,NA,NA,NA,"Clermontia peleana subsp. peleana","Rock","0AF49E65-6DC3-438D-BC17-FCF2D75F8BD1","Clermontia peleana subsp. peleana","NULL","Accepted","0AF49E65-6DC3-438D-BC17-FCF2D75F8BD1","Accepted","77168889-1","EFE6E6D1-D434-4B05-BFEF-51CD0516BB6E","Clermontia peleana subsp. peleana","NULL","NULL","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Campanulaceae","Clermontia","NULL","peleana","peleana","Endangered","Critically Endangered","B1ab(iii,v)+2ab(iii,v); C2a(i,ii); D","‘ōhā, ‘ōhā wai, hāhā","Yes"
"647","20100315154438-282185137.271881","No",181991,"Malvales","Malvaceae","Abutilon","pictum",NA,"Abutilon pictum","species",NA,NA,NA,NA,"painted Indian mallow","ABUPIC",NA,NA,FALSE,FALSE,NA,NA,NA,181991,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Abutilon pictum","","7B7350EE-029E-42CA-856C-F36D6DACE8B9","Abutilon pictum","(Gillies ex Hook. & Arn.) Walp.","Heterotypic_Synonym","5147FC3E-E31D-4D06-A64F-10FF5A7DC03B","Accepted","77130215-1","2485B9E4-9966-4EA6-9113-5405A5B4B302","Callianthe picta","(Gillies ex Hook. & Arn.) Donnell","Syst. Bot. 37: 720 (2012)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Malvales","Malvaceae","Callianthe","NULL","picta","NULL","NULL","NULL","NULL","lantern ilima, royal ʻilima [royal ilima]","Yes"
"648","20100315154438-284199714.660645","No",897053,"Urticales","Cannabaceae","Trema","orientale",NA,"Trema orientalis","species","(L.) Blume","Trema orientale  (misspelling)",NA,NA,"gunpowder tree","TREORI","Tree","Perennial",FALSE,FALSE,2014-12-11 10:54:06,"Kelly Kozar","Updated family to new family name based on Wagner et al. 2012.  Updated species name as it is not accepted (it is a misspelling).  Updated to correct TSN and added authority.",897053,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Trema orientalis","(L.) Blume","38E2F07A-1FF7-448A-B118-EF1B635B213A","Trema orientalis","NULL","Name_variant","4927ABC0-E160-4950-BF21-023CA512A191","Accepted","856758-1","04B2A7EC-3D3C-4BA5-8C16-121C4E96362B","Trema orientale","(L.) Blume","Mus. Bot. 2: 62 (1856)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Rosales","Cannabaceae","Trema","NULL","orientale","NULL","NULL","Least Concern","NULL","charcoal tree, gunpowder tree","Yes"
"649","20100315154438-284199714.660645","No",897053,"Urticales","Cannabaceae","Trema","orientale",NA,"Trema orientalis","species","(L.) Blume","Trema orientale  (misspelling)",NA,NA,"gunpowder tree","TREORI","Tree","Perennial",FALSE,FALSE,2014-12-11 10:54:06,"Kelly Kozar","Updated family to new family name based on Wagner et al. 2012.  Updated species name as it is not accepted (it is a misspelling).  Updated to correct TSN and added authority.",897053,"HALE",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Trema orientalis","(L.) Blume","38E2F07A-1FF7-448A-B118-EF1B635B213A","Trema orientalis","NULL","Name_variant","4927ABC0-E160-4950-BF21-023CA512A191","Accepted","856758-1","04B2A7EC-3D3C-4BA5-8C16-121C4E96362B","Trema orientale","(L.) Blume","Mus. Bot. 2: 62 (1856)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Rosales","Cannabaceae","Trema","NULL","orientale","NULL","NULL","Least Concern","NULL","charcoal tree, gunpowder tree","Yes"
"650","20100315154438-285776078.701019","Yes",22236,"Violales","Passifloraceae","Passiflora","laurifolia",NA,"Passiflora laurifolia","species","L.",NA,"Wagner et al. 2012","Meidell et al., 1998; Starr et al., 1999","golden bellapple","PASLAU","Vine","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.",22236,"HALE",NA,NA,"Non-Native","nat",NA,NA,NA,NA,"Passiflora laurifolia","L.","3CA29AB3-9C65-4994-BE63-039264E737C6","Passiflora laurifolia","L.","Accepted","3CA29AB3-9C65-4994-BE63-039264E737C6","Accepted","675132-1","E153B04D-15E2-4FD6-931C-C675CC695EE9","Passiflora laurifolia","L.","Sp. Pl.: 956 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Malpighiales","Passifloraceae","Passiflora","NULL","laurifolia","NULL","NULL","NULL","NULL","bell apple, jamaican lilikoi, lemiwai, yellow granadilla, yellow water lemon","Yes"
"651","20100315154438-285876154.899597","Yes",35190,"Rubiales","Rubiaceae","Coffea","arabica",NA,"Coffea arabica","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Staples & Herbst 2005","Arabian coffee","COFARA","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35190,"HALE","Arabian coffee","Shrub","Non-Native","nat",NA,NA,NA,NA,"Coffea arabica","L.","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Coffea arabica","L.","Accepted","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Accepted","747038-1","1CDC75B1-4930-4967-B681-58BB90FCBA46","Coffea arabica","L.","Sp. Pl.: 172 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Coffea","NULL","arabica","NULL","NULL","Endangered","A3b","arabian coffee, arabica coffee","Yes"
"652","20100315154438-285876154.899597","Yes",35190,"Rubiales","Rubiaceae","Coffea","arabica",NA,"Coffea arabica","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Staples & Herbst 2005","Arabian coffee","COFARA","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35190,"KALA","Arabian coffee","Shrub","Non-Native","nat",NA,NA,NA,NA,"Coffea arabica","L.","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Coffea arabica","L.","Accepted","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Accepted","747038-1","1CDC75B1-4930-4967-B681-58BB90FCBA46","Coffea arabica","L.","Sp. Pl.: 172 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Coffea","NULL","arabica","NULL","NULL","Endangered","A3b","arabian coffee, arabica coffee","Yes"
"653","20100315154438-285876154.899597","Yes",35190,"Rubiales","Rubiaceae","Coffea","arabica",NA,"Coffea arabica","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Staples & Herbst 2005","Arabian coffee","COFARA","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35190,"HAVO","Arabian coffee","Shrub","Non-Native","nat",NA,NA,NA,NA,"Coffea arabica","L.","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Coffea arabica","L.","Accepted","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Accepted","747038-1","1CDC75B1-4930-4967-B681-58BB90FCBA46","Coffea arabica","L.","Sp. Pl.: 172 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Coffea","NULL","arabica","NULL","NULL","Endangered","A3b","arabian coffee, arabica coffee","Yes"
"654","20100315154438-285876154.899597","Yes",35190,"Rubiales","Rubiaceae","Coffea","arabica",NA,"Coffea arabica","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Staples & Herbst 2005","Arabian coffee","COFARA","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35190,"PUHO","Arabian coffee","Shrub","Non-Native","nat",NA,NA,NA,NA,"Coffea arabica","L.","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Coffea arabica","L.","Accepted","BF762E62-6996-4F0B-B358-8BC84CFEA3FA","Accepted","747038-1","1CDC75B1-4930-4967-B681-58BB90FCBA46","Coffea arabica","L.","Sp. Pl.: 172 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Coffea","NULL","arabica","NULL","NULL","Endangered","A3b","arabian coffee, arabica coffee","Yes"
"655","20100315154438-286410212.516785","No",505625,"Cyperales","Cyperaceae","Uncinia","uncinata",NA,"Uncinia uncinata","species","(L. f.) Kük.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i birdcatching sedge","UNCUNC","Sedge","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",505625,"HAVO","Uncinia uncinata","Sedge","Native","ind",NA,NA,NA,NA,"Uncinia uncinata","(L. f.) Kük.","A057825F-ADC0-44EF-AF30-581405F2C5D9","Uncinia uncinata","(L.f.) Kük.","Homotypic_Synonym","719F8F09-3A8E-4B80-B4B9-D698D08B0F81","Accepted","302804-1","0355AC80-D9D7-4796-9625-7BEC13F22F33","Carex uncinata","L.f.","Suppl. Pl.: 413 (1782)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Carex","NULL","uncinata","NULL","NULL","NULL","NULL","hook sedge","Yes"
"656","20100315154438-286410212.516785","No",505625,"Cyperales","Cyperaceae","Uncinia","uncinata",NA,"Uncinia uncinata","species","(L. f.) Kük.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i birdcatching sedge","UNCUNC","Sedge","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",505625,"HALE","Uncinia uncinata","Sedge","Native","ind",NA,NA,NA,NA,"Uncinia uncinata","(L. f.) Kük.","A057825F-ADC0-44EF-AF30-581405F2C5D9","Uncinia uncinata","(L.f.) Kük.","Homotypic_Synonym","719F8F09-3A8E-4B80-B4B9-D698D08B0F81","Accepted","302804-1","0355AC80-D9D7-4796-9625-7BEC13F22F33","Carex uncinata","L.f.","Suppl. Pl.: 413 (1782)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Carex","NULL","uncinata","NULL","NULL","NULL","NULL","hook sedge","Yes"
"657","20100315154438-286410212.516785","No",505625,"Cyperales","Cyperaceae","Uncinia","uncinata",NA,"Uncinia uncinata","species","(L. f.) Kük.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Hawai'i birdcatching sedge","UNCUNC","Sedge","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",505625,"KALA","Uncinia uncinata","Sedge","Native","ind",NA,NA,NA,NA,"Uncinia uncinata","(L. f.) Kük.","A057825F-ADC0-44EF-AF30-581405F2C5D9","Uncinia uncinata","(L.f.) Kük.","Homotypic_Synonym","719F8F09-3A8E-4B80-B4B9-D698D08B0F81","Accepted","302804-1","0355AC80-D9D7-4796-9625-7BEC13F22F33","Carex uncinata","L.f.","Suppl. Pl.: 413 (1782)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Cyperaceae","Carex","NULL","uncinata","NULL","NULL","NULL","NULL","hook sedge","Yes"
"658","20100315154438-286616623.401642","Yes",35731,"Asterales","Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","nehe","BIDPIL","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35731,"KAHO","Spanish needle","Herb","Non-Native","nat",NA,NA,NA,NA,"Bidens pilosa","L.","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Bidens pilosa","L.","Accepted","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Accepted","32564-2","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens pilosa","L.","Sp. Pl.: 832 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","pilosa","NULL","NULL","NULL","NULL","beggartick, kī [ki], kī nehe [ki nehe], kī pipili [ki pilipili], ko‘oko‘olau (Ni‘ihau via St. John), nehe, Spanish needle","Yes"
"659","20100315154438-286616623.401642","Yes",35731,"Asterales","Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","nehe","BIDPIL","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35731,"HALE","Spanish needle","Herb","Non-Native","nat",NA,NA,NA,NA,"Bidens pilosa","L.","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Bidens pilosa","L.","Accepted","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Accepted","32564-2","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens pilosa","L.","Sp. Pl.: 832 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","pilosa","NULL","NULL","NULL","NULL","beggartick, kī [ki], kī nehe [ki nehe], kī pipili [ki pilipili], ko‘oko‘olau (Ni‘ihau via St. John), nehe, Spanish needle","Yes"
"660","20100315154438-286616623.401642","Yes",35731,"Asterales","Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","nehe","BIDPIL","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35731,"KALA","Spanish needle","Herb","Non-Native","nat",NA,NA,NA,NA,"Bidens pilosa","L.","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Bidens pilosa","L.","Accepted","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Accepted","32564-2","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens pilosa","L.","Sp. Pl.: 832 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","pilosa","NULL","NULL","NULL","NULL","beggartick, kī [ki], kī nehe [ki nehe], kī pipili [ki pilipili], ko‘oko‘olau (Ni‘ihau via St. John), nehe, Spanish needle","Yes"
"661","20100315154438-286616623.401642","Yes",35731,"Asterales","Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","nehe","BIDPIL","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35731,"HAVO","Spanish needle","Herb","Non-Native","nat",NA,NA,NA,NA,"Bidens pilosa","L.","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Bidens pilosa","L.","Accepted","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Accepted","32564-2","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens pilosa","L.","Sp. Pl.: 832 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","pilosa","NULL","NULL","NULL","NULL","beggartick, kī [ki], kī nehe [ki nehe], kī pipili [ki pilipili], ko‘oko‘olau (Ni‘ihau via St. John), nehe, Spanish needle","Yes"
"662","20100315154438-286616623.401642","Yes",35731,"Asterales","Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","species","L.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","nehe","BIDPIL","Herb","Annual",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",35731,"PUHO","Spanish needle","Herb","Non-Native","nat",NA,NA,NA,NA,"Bidens pilosa","L.","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Bidens pilosa","L.","Accepted","EF617C9B-AC9B-4560-925A-DF8CC1284D75","Accepted","32564-2","D5B37766-8C78-4589-B453-E9008A4E12F6","Bidens pilosa","L.","Sp. Pl.: 832 (1753)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Bidens","NULL","pilosa","NULL","NULL","NULL","NULL","beggartick, kī [ki], kī nehe [ki nehe], kī pipili [ki pilipili], ko‘oko‘olau (Ni‘ihau via St. John), nehe, Spanish needle","Yes"
"663","20100315154438-286727607.250214","Yes",32834,"Lamiales","Lamiaceae","Stenogyne","bifida",NA,"Stenogyne bifida","species","Hillebr.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","twocleft stenogyne","STEBIF","Herb","Perennial",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.",32834,"KALA",NA,NA,"Native","end","E",NA,NA,NA,"Stenogyne bifida","Hillebr.","876220F7-C199-4456-88FE-102D9CF0C578","Stenogyne bifida","Hillebr.","Accepted","876220F7-C199-4456-88FE-102D9CF0C578","Accepted","460107-1","B8F7C9E4-D35C-4013-B993-6022CC8F21F5","Stenogyne bifida","Hillebr.","Fl. Hawaiian Isl.: 358 (1888)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Lamiales","Lamiaceae","Stenogyne","NULL","bifida","NULL","Endangered","Critically Endangered","C2a(i,ii); D","NULL","Yes"
